no,judul_proposal,judul_skripsi,prodi
1949,Penerapan Model Pembelajaran Kooperatif Tipe TGT (Teams Games Tournaments) terhadap Peningkatan Motivasi Minat Belajar dan Hasil Belajar Peserta Didik Pada Mata Pelajaran Desain Grafis Percetakan di SMK Negeri 12 Malang,"PENGARUH IMPLEMENTASI METODE PEMBELAJARAN TEAMS GAMES TOURNAMENTS TERHADAP VARIABEL MOTIVASI, MINAT BELAJAR, DAN HASIL BELAJAR PESERTA DIDIK PADA MATA PELAJARAN DESAIN GRAFIS PERCETAKAN DI SMK NEGERI 12 MALANG",PTI
1950,"PERBANDINGAN HASIL BELAJAR KOGNITIF, HASIL BELAJAR PSIKOMOTORIK, DAN KUALITAS PROSES PEMBELAJARAN DENGAN METODE PEMBELAJARAN CERAMAH BERBANTUAN POWERPOINT DAN BERBANTUAN QUIZIZZ UNTUK SISWA KELAS XI-MULTIMEDIA PADA MATA PELAJARAN DESAIN GRAFIS PERCETAKAN DI SMK N 12 MALANG",Pengaruh Kualitas Implementasi Metode Pembelajaran Ceramah Berbantuan Powerpoint dan Quizizz terhadap Hasil Belajar Kognitif dan Psikomotorik Mata Pelajaran Desain Grafis Percetakan di SMK Negeri 12 Malang,PTI
1951,PENGEMBANGAN E-MODUL UNTUK MENINGKATKAN MINAT BELAJAR SISWA DAN HASIL BELAJAR SISWA PADA MATA PELAJARAN ADMINISTRASI SISTEM JARINGAN KELAS 12 JURUSAN TEKNIK KOMPUTER JARINGAN DI SMK NEGERI 12 MALANG,"Pengembangan Modul Digital Interaktif Berbasis Website Menggunakan Kerangka Kerja Borg, Gall, And Gall Pada Mata Pelajaran Administrasi Sistem Jaringan Di SMK Negeri 12 Malang",PTI
1952,PENGEMBANGAN APLIKASI SISTEM PENILAIAN PRAKTIK PENGALAMAN LAPANGAN PADA FAKULTAS ILMU KOMPUTER UNIVERSITAS BRAWIJAYA BERBASIS WEB,PENGEMBANGAN APLIKASI SISTEM PENILAIAN PRAKTIK PENGALAMAN LAPANGAN PADA FAKULTAS ILMU KOMPUTER UNIVERSITAS BRAWIJAYA BERBASIS WEB,PTI
1953,"PENGARUH MINAT BELAJAR, GAYA BELAJAR, DAN KEMAMPUAN BERFIKIR KREATIF TERHADAP HASIL BELAJAR SISWA KELAS X PADA MATA PELAJARAN DASAR DESAIN GRAFIS DI SMK PGRI 2 MALANG","Pengaruh Minat Belajar, Gaya Belajar, dan Kemampuan Berpikir Kreatif Terhadap Hasil Belajar Siswa Kelas X Pada Mata Pelajaran Dasar Desain Grafis Di SMK PGRI 2 Malang",PTI
1954,IMPLEMENTASI METODE PEMBELAJARAN PROBLEM BASED LEARNING (PBL) BERBANTUAN DENGAN MEDIA PEMBELAJARAN SCHOOLOGY UNTUK MENINGKATKAN KEMAMPUAN BERFPIKIR KREATIF DAN HASIL BELAJAR SISWA PADA MATA PELAJARAN DASAR DESAIN GRAFIS SMK NEGERI 3 MALANG,,PTI
1955,EVALUASI USABILITY PADA WEBSITE SISTEM INFORMASI MANAJEMEN UJIAN SEKOLAH (STUDI KASUS: SMKN 6 MALANG),Evaluasi Usability pada Website Sistem Informasi Manajemen Ujian Sekolah (Studi Kasus: SMKN 6 Malang),PTI
1956,"Pengaruh Motivasi Belajar, Minat Belajar dan Kebiasaan Belajar Terhadap Hasil Belajar Matakuliah Pemerograman Dasar Mahasiswa Fakultas Ilmu Komputer(FILKOM) Universitas Brawijaya","Pengaruh Motivasi Belajar, Minat Belajar dan Kebiasaan Belajar terhadap Hasil Belajar Matakuliah Pemerograman Dasar pada Jurusan Sistem Informasi FILKOM UB",PTI
1957,"PENGEMBANGAN APLIKASI BERBASIS WEBSITE UNTUK PEMANTAUAN MASALAH DALAM KEGIATAN PRAKTIK KERJA INDUSTRI (PRAKERIN) SISWA MENGGUNAKAN MODEL EXTREME PROGRAMMING 
(STUDI KASUS : SMK NEGERI 2 MALANG)","PENGEMBANGAN APLIKASI (E-MORIN) BERBASIS WEBSITE UNTUK PEMANTAUAN MASALAH DALAM KEGIATAN PRAKTIK KERJA INDUSTRI (PRAKERIN) SISWA MENGGUNAKAN MODEL EXTREME PROGRAMMING (XP)
(STUDI KASUS : SMK NEGERI 2 MALANG)",PTI
1958,Pengembangan Media Pembelajaran berbasis Website pada Mata Pelajaran Desain Multimedia Interaktif Menggunakan Metode Multimedia Development Life Cycle (MDLC),PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MOBILE WEB PADA MATA PELAJARAN DESAIN MULTIMEDIA INTERAKTIF MENGGUNAKAN MODEL PENGEMBANGAN FOUR-D (STUDI PADA SMK PGRI 2 MALANG) ,PTI
1959,"Pengembangan Sistem Informasi Penilaian Kinerja Guru Berbasis Web 
(studi kasus: SMP Islam Syabilurrosyad)",Pengembangan Sistem Informasi Penilaian Kinerja Guru Berbasis Web (Studi Kasus: SMP Islam Sabilurrosyad),PTI
1960,Pengembangan Platform Pelatihan Programming Java Berbasis Moodle Menggunakan Successive Approximation Model (SAM),Pengembangan Platform Pelatihan Programming DB2 Berbasis Moodle Menggunakan Model SAM,PTI
1961,EVALUASI USER EXPERIENCE PADA APLIKASI PROGRAMMING HUB MENGGUNAKAN METODE UX HONEYCOMB,EVALUASI USER EXPERIENCE PADA APLIKASI PROGRAMMING HUB MENGGUNAKAN INDIKATOR UX HONEYCOMB,PTI
1962,EVALUASI USER EXPERIENCE PADA SITUS WEB SEKOLAHKODING.COM MENGGUNAKAN METODE USER EXPERIENCE QUESTIONNARE (UEQ) STUDI KASUS SMKN 3 MALANG.,EVALUASI USER EXPERIENCE PADA SITUS WEB SEKOLAHKODING.COM MENGGUNAKAN METODE USER EXPERIENCE QUESTIONNAIRE (UEQ) STUDI KASUS SMKN 3 MALANG,PTI
1963,EVALUASI USER EXPERIENCE DAN LEARNABILITY PADA MEDIA PEMBELAJARAN MALASNGODING.COM BERBASIS APLIKASI WEBSITE MENGGUNAKAN METODE USER EXPERIENCE QUESTIONNARE (UEQ),EVALUASI LEARNABILITY DAN USER EXPERIENCE PADA MEDIA PEMBELAJARAN MALASANGODING.COM BERBASIS APLIKASI WEBSITE MENGGUNAKAN METODE USER EXPERIENCE QUESTIONNARE (UEQ),PTI
1964,EVALUASI USABILITY DAN PERBAIKAN RANCANGAN ANTARMUKA PENGGUNA APLIKASI MEJAKITA MENGGUNAKAN METODE GOAL-DIRECTED DESIGN (GDD),EVALUASI USABILITY DAN PERBAIKAN RANCANGAN ANTARMUKA PENGGUNA APLIKASI MEJAKITA MENGGUNAKAN METODE GOAL-DIRECTED DESIGN (GDD),PTI
1965,Pengembangan Media Pembelajaran Interaktif Berbasis Web pada Mata Pelajaran Animasi 2D dan 3D Jurusan Multimedia SMKN 11 Malang dengan Model Pengembangan Four-D,Pengembangan Media Pembelajaran Interaktif Berbasis Website untuk Mata Pelajaran Animasi 2D dan 3D Berdasarkan Four-D Model (Studi pada Jurusan Mutimedia di SMK Negeri 11 Malang),PTI
1966,Pengembangan Media Pembelajaran Interaktif Berbasis Web pada Mata Pelajaran Administrasi Infrastruktur Jaringan dengan Model Pengembangan Four-D (Studi kasus : SMKN 3 Malang),Pengembangan Media Pembelajaran Interaktif Berbasis Website pada Mata Pelajaran Administrasi Infrastruktur Jaringan dengan Model Pengembangan Four-D di Smk Negeri 3 Malang,PTI
1967,EVALUASI USER EXPERIENCE PADA GAME PC BUILDING SIMULATOR MENGGUNAKAN METODE GAME EXPERIENCE QUESTIONNAIRE DI SMKN 3 MALANG,EVALUASI USER EXPERIENCE PADA GAME PC BUILDING SIMULATOR DENGAN MENGGUNAKAN METODE GAME EXPERIENCE QUESTIONNAIRE (GEQ),PTI
1968,PENGEMBANGAN APLIKASI BERBASIS ANDROID UNTUK MONITORING ORANG TUA TERHADAP PERKEMBANGAN PEMBELAJARAN ANAK DISEKOLAH,Pengembangan Aplikasi Berbasis Android untuk Monitoring Hasil Belajar Siswa SMK Negeri 3 Malang oleh Orang Tua,PTI
1969,EVALUASI USER EXPERIENCE PADA APLIKASI KELASKITA.COM MENGGUNAKAN METODE TECHNIQUE FOR USER EXPERIENCE EVALUATION IN E-LEARNING (TUXEL) (STUDI PADA SMKN 5 MALANG),,PTI
1970,PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS APLIKASI ISPRING PADA MATERI DESAIN GRAFIS DI KELAS X SMK NEGERI 5 MALANG,,PTI
1971,"PENGARUH PENERAPAN PENDEKATAN PEMBELAJARAN COMPUTATIONAL THINKING SKILL TERHADAP MOTIVASI BELAJAR, HASIL BELAJAR RANAH KOGNITIF, DAN RANAH PSIKOMOTOR SISWA KELAS X PADA MATA PELAJARAN SIMULASI DAN KOM",Pengaruh Kualitas Implementasi Metode Pembelajaran Computational Thinking Skill terhadap Motivasi dan Hasil Belajar Mata Pelajaran Simulasi dan Komunikasi Digital di SMK Negeri 2 Malang,PTI
1972,Perbandingan Prestasi Belajar Desain Grafis Percetakan Melalui Model Pembelajaran Demonstrasi dengan Discovery Learning Berbantuan Media Aplikasi  Versal  Pada Pengoperasian Jenis-Jenis Kamera dan Ala,Pengaruh Kualitas Implementasi Metode Pembelajaran Demonstrasi dan Discovery Learning Berbantuan Media Aplikasi Versal terhadap Prestasi Belajar Mata Pelajaran Desain Grafis Percetakan di SMK PGRI 3 Malang,PTI
1973,Pengaruh Kualitas Implementasi Metode Pembelajaran Problem Based Learning dan Discovery Learning terhadap Prestasi Belajar Mata Pelajaran X Percetakan di SMKN 5 Malang.,PENGARUH KUALITAS IMPLEMENTASI MODEL  PEMBELAJARAN PROBLEM BASED LEARNING DAN DISCOVERY LEARNING BERBANTUAN APLIKASI CANVAS TERHADAP PRESTASI BELAJAR MATA PELAJARAN DESAIN GRAFIS PERCETAKAN DI SMKN 5 MALANG,PTI
1974,Pengaruh Soft Skills Terhadap Prestasi Praktik  Kerja Industri (Prakerin) Pada Siswa Jurusan Rekayasa Perangkat Lunak SMK Negeri 5 Malang Tahun Pelajaran 2019-2020,Relevansi Hard Skill dan Soft Skill Lulusan SMK Jurusan Rekayasa Perangkat Lunak terhadap Kebutuhan Industri Bidang Teknologi Informasi di Kota Malang,PTI
1975,HUBUNGAN ANTARA HARD SKILL DAN SOFT SKILL LULUSAN SMK JURUSAN REKAYASA PERANGKAT LUNAK TERHADAP KEBUTUHAN INDUSTRI BIDANG TEKNOLOGI INFORMASI SE-MALANG KOTA DAN KABUPATEN,KESENJANGAN PROFIL ANTARA HARD SKILLS DAN SOFT SKILLS LULUSAN SMK JURUSAN REKAYASA PERANGKAT LUNAK DENGAN KEBUTUHAN INDUSTRI BIDANG TEKNOLOGI INFORMASI DI KOTA MALANG,PTI
2052,PENGARUH  TEKNIK PEMBELAJARAN BERMAIN PADA MODEL PEMBELAJARAN KOOPERATIF TIPE TGT TERHADAP MOTIVASI DAN KEAKTIFAN SISWA KELAS X DALAM PEMBELAJARAN MATA PELAJARAN SIMULASI DAN KOMUNIKASI DIGITAL DI SMK,Pengaruh Kualitas Implementasi Metode Pembelajaran Teams Games Tournament terhadap Motivasi dan Keaktifan Siswa pada Mata Pelajaran Simulasi dan Komunikasi Digital di SMK Negeri 2 Malang,PTI
2053,"PENGARUH  TEKNIK PEMBELAJARAN BERMAIN PADA MODEL PEMBELAJARAN KOOPERATIF TIPE TGT TERHADAP MOTIVASI, KEAKTIFAN, DAN HASIL BELAJAR SISWA KELAS X DALAM PEMBELAJARAN MATA PELAJARAN SIMULASI DAN KOMUNIKAS","PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE TEAMS GAMES TOURNAMENT (TGT) BERBANTUAN EDMODO TERHADAP MOTIVASI, KEAKTIFAN, DAN HASIL BELAJAR SISWA KELAS X DALAM PEMBELAJARAN MATA PELAJARAN SIMULASI DAN  KOMUNIKASI DIGITAL DI SMK NEGERI 2 MALANG",PTI
2054,PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS ANDROID UNTUK MATA PELAJARAN KOMPUTER DAN JARINGAN DASAR MATERI SUBNETING DI KELAS X SMKN 3 MALANG TAHUN AJARAN 2019/2020,Pengembangan Media Pembelajaran Interaktif berbasis Andorid untuk Mata Pelajaran Komputer dan Jaringan Dasar (Studi pada Jurusan Teknik Komputer dan Jaringan SMK Negeri 3 Malang),PTI
2055,"PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS ANDROID UNTUK MATA PELAJARAN KOMPUTER DAN JARINGAN DASAR
(Studi kasus materi subnetting)",,PTI
2056,"Penerapan Model Pembelajaran Project Based Learning (PjBL) dengan Pendekatan Goal, Role, Audience, Situation, Product and Standards (GRASPS) Berbantuan Trello pada Mata Pelajaran Produk Kreatif dan Kewirausahaan (PKK) DI SMKN 11 MALANG",Pengaruh Kualitas Implementasi Metode Pembelajaran Project-Based Learning terhadap Hasil Belajar Mata Pelajaran Produk Kreatif dan Kewirausahaan di SMK Negeri 11 Malang,PTI
2057,Pengaruh Kemampuan Berpikir Kritis dan Berpikir Logis Siswa Terhadap Kemampuan Belajar Secara Kolaboratif pada Jurusan Teknik Komputer dan Jaringan di SMK Negeri 2 Malang.,PENGARUH KEMAMPUAN BERPIKIR KRITIS DAN BERPIKIR LOGIS SISWA TERHADAP KEMAMPUAN BELAJAR SECARA KOLABORATIF PADA JURUSAN TEKNIK KOMPUTER DAN JARINGAN (TKJ) DI SMK NEGERI 2 MALANG,PTI
2058,PERBAIKAN ANTAR MUKA PENGGUNA APLIKASI RUMAH BELAJAR KEMENDIKBUD MENGGUNAKAN METODE USABILITY TESTING DAN PARTICIPATORY DESIGN,,PTI
2059,"PENGEMBANGAN PERANGKAT PEMBELAJARAN BERBASIS MODEL PEMBELAJARAN BLENDED LEARNING DENGAN MEMANFAATKAN GOOGLE CLASSROOM PADA MATA PELAJARAN PEMROGRAMAN DASAR 
(STUDI PADA SMKN 4 MALANG)",IMPLEMENTASI PLATFORM GOOGLE CLASSROOM SEBAGAI SUPLEMEN PEMBELAJARAN MODEL HYBRID SYSTEM PADA MATA PELAJARAN PEMROGRAMAN DASAR DI  SMK NEGERI 4 MALANG,PTI
2060,Penerapan Model Pembelajaran Problem Based Instruction (PBI) Untuk Meningkatkan Hasil Belajar Ranah Kognitif dan Psikomotor Siswa Kelas X TKJ SMK Negeri 3 Malang Pada Mata Pelajaran Pemrograman Dasar,Pengaruh Kualitas Implementasi Metode Pembelajaran Problem Based Instruction Terhadap Hasil Belajar Kognitif Dan Psikomotor Pada Mata Pelajaran Pemrograman Dasar Di SMK Negeri 3 Malang.,PTI
2061,Pengaruh Dukungan Teman Sebaya dan Kedisiplinan Belajar Terhadap Hasil Belajar Siswa Kelas XI TKJ 2 Mata Pelajaran Teknologi Jaringan Berbasis Luas (WAN) Di SMKN 6 MALANG,PENGARUH DUKUNGAN SOSIAL TEMAN SEBAYA DAN KEDISIPLINAN BELAJAR TERHADAP HASIL BELAJAR SISWA KELAS XI TKJ MATA PELAJARAN TEKNOLOGI JARINGAN BERBASIS LUAS (WAN) DI SMKN 6 MALANG,PTI
2062,Evaluasi Usability dan User Experience pada E-Learning Menggunakan Metode TUXEL: A Technique for User Experience Evaluation in e-Learning (One Click Service),Evaluasi User Experience pada E-Learning Menggunakan Metode TUXEL: A Technique for User Experience Evaluation in e-Learning (One Click Service),PTI
2063,Pengembangan E-Learning Client Side Scripting Berbasis Web untuk Mata Pelajaran Informatika (Studi Kasus: SMAK KOLESE SANTO YUSUP MALANG),Pengembangan E-Learning Client Side Scripting Berbasis Web untuk Mata Pelajaran Informatika (Studi Kasus: SMAK KOLESE SANTO YUSUP MALANG),PTI
2064,PENGARUH PENERAPAN METODE SNOWBALL DRILLING TERHADAP MOTIVASI DAN KEAKTIFAN SISWA KELAS XI RPL DALAM MATA PELAJARAN BASIS DATA DI SMK NEGERI 5 MALANG,,PTI
2065,PENGARUH PENERAPAN METODE SNOWBALL DRILLING TERHADAP HASIL BELAJAR SISWA KELAS X TKJ DALAM MATA PELAJARAN SISTEM KOMPUTER DI SMK NEGERI 2 MALANG,,PTI
2066,PERBANDINGAN HASIL BELAJAR DENGAN MODEL PEMBELAJARAN TIPE STUDENT TEAMS-ACHIEVEMENTS DIVISIONS (STAD) DAN HASIL BELAJAR DENGAN MODEL PEMBELAJARAN TIPE NUMBERED HEAD TOGETHER (NHT) PADA SISTEM PEMBELAJARAN TEACHING FACTORY SISWA KELAS X KOMPETENSI KEAHLIAN MULTIMEDIA MATA PELAJARAN DASAR DESAIN GRAFIS DI SMK NEGERI 5 MALANG,PENGARUH KUALITAS IMPLEMENTASI MODEL PEMBELAJARAN TIPE STUDENT TEAMS-ACHIEVEMENTS DIVISIONS (STAD) DAN MODEL PEMBELAJARAN TIPE NUMBERED HEAD TOGETHER (NHT) TERHADAP HASIL BELAJAR SISWA KELAS X KOMPETENSI KEAHLIAN MULTIMEDIA MATA PELAJARAN DASAR DESAIN GRAFIS DI SMK NEGERI 5 MALANG,PTI
2067,EVALUASI USER EXPERIENCE APLIKASI QUIZIZZ MENGGUNAKAN METODE USER EXPERIENCE QUESTIONNAIRE (UEQ),EVALUASI USER EXPERIENCE APLIKASI QUIZIZZ MENGGUNAKAN METODE USER EXPERIENCE QUESTIONNAIRE(UEQ),PTI
2068,Perbandingan Kualitas Pelaksanaan Evaluasi Pembelajaran Berbasis Online dan Offline Dengan Menggunakan Model CIPP di SMK Negeri 5 Malang,,PTI
2069,ANALISIS PERBANDINGAN BLENDED LEARNING BERBASIS GOOGLE CLASSROOM DAN EDMODO TERHADAP HASIL BELAJAR SISWA PADA MATERI TOOLS MULTIMEDIA DIKELAS X SMK NEGERI 5 MALANG,,PTI
2070,PENGEMBANGAN MEDIA VIDEO PEMBELAJARAN PADA MATA PELAJARAN KOMPOSISIS FOTO DIGITAL MATERI SUDUT PENGAMBILAN GAMBAR UNTUK SISWA KELAS XI MULTIMEDIA SMK NEGERI 5 MALANG MENGGUNAKAN METODE RESEARCH AND DEVELOPMENT (R&amp;D),PENGEMBANGAN MEDIA VIDEO PEMBELAJARAN PADA MATA PELAJARAN DESAIN GRAFIS PERCETAKAN UNTUK SISWA KELAS XI MULTIMEDIA SMK NEGERI 5 MALANG MENGGUNAKAN METODE RESEARCH AND DEVELOPMENT (R&amp;D),PTI
2071,Analisis Sequential Pattern Mining untuk Menggali Informasi Proses Belajar pada Media Pembelajaran Aritmatika,ANALISIS SEQUENTIAL PATTERN MINING UNTUK MENGGALI INFORMASI PROSES BELAJAR PADA MEDIA PEMBELAJARAN ARITMATIKA,PTI
2072,Pengembangan Media Pembelajaran Berbasis Web Pada Mata Pelajaran Dasar Desain Grafis Kelas X TKI DI SMK Negeri 5 Malang,Pengembangan Media Pembelajaran Berbasis Web Pada Mata Pelajaran Dasar Desain Grafis Kelas X TKI DI SMK Negeri 5 Malang,PTI
2073,PENGEMBANGAN APLIKASI BERBASIS ANDROID DENGAN MODEL WATERFALL UNTUK PRESENSI SISWA DU/DI SMKN-2 MALANG,PENGEMBANGAN APLIKASI BERBASIS ANDROID UNTUK PEMANTAUAN PRESENSI PRAKTIK KERJA INDUSTRI SISWA DI SMK NEGERI 2 MALANG BERDASARKAN MODEL WATERFALL,PTI
2074,PENGEMBANGAN APLIKASI BERBASIS ANDROID UNTUK PEMANTAUAN MASALAH DALAM KEGIATAN PRAKTIK KERJA INDUSTRI SISWA DI SMK NEGERI 2 MALANG BERDASARKAN MODEL PROTOTYPING,PENGEMBANGAN APLIKASI BERBASIS ANDROID UNTUK PEMANTAUAN MASALAH DALAM KEGIATAN PRAKTIK KERJA INDUSTRI SISWA DI SMK NEGERI 2 MALANG BERDASARKAN MODEL EXTREME PROGRAMMING (LAPAN),PTI
2075,PENGEMBANGAN GAME EDUKASI TENTANG SIMULASI PERAKITAN KOMPUTER BERBASIS AR MENGGUNAKAN METODE ADDIE,PENGEMBANGAN GAME EDUKASI TENTANG SIMULASI PERAKITAN KOMPUTER BERBASIS AR MENGGUNAKAN METODE ADDIE,PTI
2102,PENGEMBANGAN E-MODUL MENGGUNAKAN MODEL FOUR-D PADA MATA PELAJARAN SISTEM KOMPUTER UNTUK KELAS X PROGRAM KEAHLIAN TEKNIK KOMPUTER DAN JARINGAN DI SMK NEGERI 3 MALANG,,PTI
2103,"PENGEMBANGAN SISTEM E-LEARNING BERBASIS WEB
UNTUK MATA PELAJARAN PEMROGRAMAN DASAR KELAS X
PROGRAM KEAHLIAN REKAYASA PERANGKAT LUNAK DI
SMK NEGERI 11 MALANG",,PTI
2104,Evaluasi dan Perancangan User interface pada E-learning menggunakan Metode GDD (Goal Directed Design) pada SMKN 1 Cerme Gresik,,PTI
1,Analisis dan Pemodelan Proses Bisnis Pada UMKM HWPRI Menggunakan BPMN,Analisis dan Pemodelan Proses Bisnis Pada UMKM HWPRI Menggunakan BPMN,SI
2,Analisis Dan Pemodelan Proses Bisnis Dengan The Open Group Architecture Framework Architecture Method (Studi Kasus: Perpustakaan Universitas Brawijaya),,SI
3,EVALUASI PENERAPAN KESUKSESAAN SISTEM INFORMASI INTERNAL AUDIT MUTU (SIAIM) MENGGUNAKAN MODEL KESUKSESAN SISTEM INFORMASI DELONE DAN MCLEAN,,SI
4,EVALUASI PENERAPAN KESUKSESAAN SISTEM INFORMASI INTERNAL AUDIT MUTU (SIAIM) MENGGUNAKAN MODEL KESUKSESAN SISTEM INFORMASI DELONE DAN MCLEAN,,SI
5,"EVALUASI PROSES BISNIS MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF)
(STUDI KASUS PUSAT JAMINAN MUTU UNIVERSITAS BRAWIJAYA)",,SI
6,Evaluasi Proses Bisnis Menggunakan Metode Quality Evaluation Framework (QEF) (Studi Kasus Bidang Akreditasi Dan AIM Pusat Jaminan Mutu Universitas Brawijaya),EVALUASI PROSES BISNIS MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF) (STUDI KASUS BIDANG AKREDITASI DAN AIM PUSAT JAMINAN MUTU UNIVERSITAS BRAWIJAYA),SI
7,Audit Teknologi Informasi Kantor Wilayah Bea Cukai Malang Berpedoman Pada ITIL Versi 3,Audit Teknologi Informasi Kantor Wilayah Bea Cukai Malang Berpedoman Pada ITIL Versi 3,SI
8,Audit Teknologi Informasi Pada Palang Merah Indonesia Kota Malang Menggunakan Kerangka Kerja COBIT 4.1,Audit Teknologi Informasi Pada Unit Transfusi Darah Palang Merah Indonesia Kota Malang Menggunakan Kerangka Kerja COBIT 4.1,SI
9,Analisis Metode Requirements Engineering (Rekayasa Persyaratan Perangkat Lunak) Pada Perusahaan Pengembang Perangkat Lunak Untuk Menentukan Kebutuhan Dalam Membangun Sebuah Aplikasi,"ANALISIS REKAYASA KEBUTUHAN MENGGUNAKAN REQUIREMENTS ENGINEERING MATURITY MEASUREMENT FRAMEWORK (REMMF)
PADA PERUSAHAAN PENGEMBANG PERANGKAT LUNAK",SI
10,Perancangan Interaksi dan Antarmuka Website Edukasi Untuk Anak di Indonesia Menggunakan Usability Testing (Studi Kasus : Anak Umur 7-11 Tahun),Perancangan Interaksi dan Antarmuka Website Edukasi Untuk Anak di Indonesia Menggunakan Usability Testing (Studi Kasus : Anak Umur 7-11 Tahun),SI
11,Evaluasi dan Perbaikan Rancangan Sebuah Situs Portal Permainan Anak dengan Mengadaptasi Pendekatan Desain yang Berpusat pada Pengguna (User-Centered Design)”.,,SI
12,EVALUASI DAN PERBAIKAN RANCANGAN ANTAR MUKA PENGGUNA SITUS WEB LINTAS JEJAK MENGGUNAKAN PENDEKATAN HCD (HUMAN CENTERED DESIGN),,SI
13,Evaluasi Usability dan Perbaikan Rancangan Antarmuka Pengguna Situs Web Lintas Jejak menggunakan pendekatan WEBUSE dan Human Center Design,Evaluasi Usability dan Perbaikan Rancangan Antarmuka Pengguna Situs Web PT. Lintas Jejak Nusaraya Menggunakan Pendekatan Human Center Design,SI
14,Audit Sistem Informasi Akademik Dosen Universitas Brawijaya Menggunakan Framework Information Technology Infrastructure Library V3,Audit Sistem Informasi Akademik Dosen Universitas Brawijaya Menggunakan Framework Information Technology Infrastructure Library V3,SI
15,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENDIDIKAN AL-QUR&#039;AN PADA SEKOLAH DASAR ISLAM TERPADU MADANI EKSELENSIA SIDOARJO,Analisis dan Perancangan Sistem Informasi Kesiswaan pada sekolah dasar islam terpadu Al-Uswah Surabaya.,SI
16,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENDIDIKAN AL-QUR’AN PADA SEKOLAH DASAR ISLAM TERPADU MADANI EKSELENSIA SIDOARJO,,SI
17,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENDIDIKAN AL-QUR’AN PADA SEKOLAH DASAR ISLAM TERPADU MADANI EKSELENSIA SIDOARJO,Analisis Dan Perancangan Sistem Informasi Pengelolaan Mutabaah Siswa (Studi Kasus : Pendidikan Al-Qur’an di  SDIT Madani Ekselensia Sidoarjo),SI
18,AUDIT TATA KELOLA ILMU UKUR TANAH PADA PERUM PERHUTANI UNIT II JAWA TIMUR VERDASARKAN ITIL V.3 ,,SI
19,PEMODELAN PROSES BISNIS DENGAN MENGGUNAKAN BPMN  (STUDI KASUS : PERUM PERHUTANI UNIT II JAWA TIMUR),,SI
20,PEMODELAN PROSES BISNIS DENGAN MENGGUNAKAN BUSINESS PROCESS MODEL AND NOTATION (STUDI KASUS : PERUM PERHUTANI UNIT II JAWA TIMUR),ANALISIS PROSES BISNIS DENGAN MENGGUNAKAN BUSINESS PROCESS MODEL AND NOTATION (STUDI KASUS : PERUM PERHUTANI UNIT II JAWA TIMUR),SI
21,ANALISIS DAN PERANCANGAN SISTEM INFORMASI KINERJA MEKANIK PADA BENGKEL AHASS KOTA MALANG CABANG SAWOJAJAR ,,SI
22,EVALUASI SISTEM INFORMASI PADA SISTEM APLIKASI PELAYANAN KEPEGAWAIAN MENGGUNAKAN METODE KESUKSESAN SISTEM INFORMASI DELONE DAN MCLEAN (STUDI KASUS : BADAN KEPEGAWAIAN DAERAH KOTA BATU),,SI
23,ANALISIS USABILTY SISTEM INFORMASI INTERNAL AUDIT MUTU (AIM),,SI
24,EVALUASI USABILTY SISTEM INFORMASI AUDIT INTERNAL MUTU DI PUSAT JAMINAN MUTU UNIVERSITAS BRAWIJAYA,EVALUASI USABILIY PADA SISTEM INFORMASI AUDIT INTERNAL MUTU DI PUSAT JAMINAN MUTU UNIVERSITAS BRAWIJAYA,SI
25,Analisis dan Perancangan Sistem Sosialisasi Koperasi Pada Credit Union (CU) Bahtera Sejahtera Unit Tulungagung,Analisis dan Perancangan Sistem Pendukung Sosialisasi pada Credit Union (CU) Bahtera Sejahtera Unit Tulungagung,SI
26,Perancangan Desain User Interface Sistem Informasi Manajemen Kepegawaian (SIMPEG) Menggunakan Metode Human - Centered Design ( Studi Kasus : Badan Kepegawaian Kota Kediri ),Perancangan Desain User Interface Sistem Informasi Manajemen Kepegawaian (SIMPEG) Menggunakan Metode Human - Centered Design ( Studi Kasus : Badan Kepegawaian Kota Kediri ),SI
27,Implementasi Materialized View Untuk Pembangunan Data Mart (Studi Kasus : Bagian Akademik Universitas Brawijaya),Implementasi Materialized Query Table Untuk Pembangunan Data Mart (Studi Kasus: Universitas Brawijaya Bagian Akademik),SI
28,Penerpan Intelegensi Bisnis Sebagai Pendukung Pengambilan Keputusan Dalam Bidang Akademik Studi Kasus : Fakultas Ilmu Komputer Universitas Brawijaya,Penerapan Intelegensi Bisnis Sebagai Pendukung Pengambilan Keputusan Dalam Bidang Akademik (Studi Kasus: Fakultas XYZ),SI
